t	A01:w01	A02:w02	A03:w03	A04:w04	A05:w05	A06:w06	A07:w07	A08:w08	A09:w09	A10:w10	A11:w11	A12:w12	A13:w13	A14:w14	A15:w15	A16:w16	A17:w17	A18:w18	A19:s111	A20:s112	A21:s211	A22:s212	A23:a11	A24:a21
4.7207	0.0374652	0.0560831	0.0615625	0.0502788	0.0422814	0.0575895	0.0510092	0.0537059	0.0562044	0.0462396	0.0657482	0.0468628	0.0578208	0.0370871	0.0744197	0.0701754	0.0581936	0.0481628	0.0645779	0.0575895	0.0431994	0.0701754	0.0462396	0.0431994
4.72266	0.0375667	0.0560682	0.061618	0.0502591	0.0420691	0.0574117	0.0507658	0.0532459	0.0554808	0.0458295	0.0650667	0.0461135	0.0570157	0.0364133	0.0731742	0.0693648	0.0577987	0.0479623	0.0669091	0.0574117	0.0447702	0.0693648	0.0458295	0.0447702
4.72461	0.0371445	0.0553077	0.0608935	0.0496287	0.0413705	0.0567135	0.0501204	0.0524482	0.0544959	0.0451987	0.0641276	0.0451386	0.0560677	0.0356091	0.0718141	0.0684485	0.0572751	0.0477391	0.0692025	0.0567135	0.0465044	0.0684485	0.0451987	0.0465044
4.72656	0.0362588	0.0538752	0.0594524	0.0484345	0.0402322	0.0555341	0.0490955	0.0513444	0.0532922	0.044378	0.0629888	0.0440075	0.0550568	0.0347582	0.0704696	0.0675144	0.0566809	0.0475237	0.0713567	0.0555341	0.0481908	0.0675144	0.044378	0.0481908
4.72852	0.0350144	0.0519146	0.0574259	0.0467731	0.0387316	0.0539374	0.0477227	0.0499647	0.0518925	0.0433834	0.0616928	0.0427783	0.0540484	0.0339371	0.0692508	0.0666412	0.0560778	0.0473459	0.0732606	0.0539374	0.0496247	0.0666412	0.0433834	0.0496247
4.73047	0.0335464	0.0496213	0.0549974	0.0447798	0.0369717	0.0520086	0.0460446	0.048341	0.0503088	0.0422225	0.0602679	0.0414922	0.0530881	0.0332053	0.0682321	0.065888	0.0555227	0.0472318	0.0748024	0.0520086	0.0506355	0.065888	0.0422225	0.0506355
4.73242	0.0320014	0.0472165	0.0523803	0.0426151	0.0350721	0.0498512	0.0441188	0.0465127	0.0485502	0.0408988	0.0587322	0.0401785	0.052199	0.0325992	0.067446	0.0652882	0.0550592	0.0471984	0.0758783	0.0498512	0.0511097	0.0652882	0.0408988	0.0511097
4.73438	0.0305169	0.0449185	0.0497927	0.0404476	0.0331585	0.0475819	0.0420219	0.0445344	0.0466362	0.0394232	0.0571022	0.0388556	0.0513843	0.0321311	0.0668838	0.0648469	0.0547135	0.047251	0.0764037	0.0475819	0.0510054	0.0648469	0.0394232	0.0510054
4.73633	0.0292042	0.0429152	0.0474331	0.038437	0.031351	0.0453253	0.0398495	0.0424807	0.0446101	0.0378232	0.0554042	0.0375409	0.0506353	0.0317913	0.066504	0.0645449	0.0544912	0.0473824	0.0763219	0.0453253	0.0503553	0.0645449	0.0378232	0.0503553
4.73828	0.0281367	0.0413426	0.0454591	0.0367181	0.0297563	0.0432072	0.0377167	0.0404491	0.0425463	0.0361533	0.053682	0.036258	0.0499383	0.0315546	0.0662456	0.0643444	0.0543795	0.0475736	0.0756125	0.0432072	0.0492595	0.0643444	0.0361533	0.0492595
4.74023	0.0273429	0.0402708	0.0439728	0.0353894	0.0284584	0.0413471	0.0357509	0.0385574	0.0405543	0.0344958	0.0520052	0.0350428	0.0492877	0.0313902	0.0660431	0.0642005	0.0543511	0.0477972	0.0742956	0.0413471	0.0478685	0.0642005	0.0344958	0.0478685
4.74219	0.0268078	0.0397018	0.0430149	0.0345063	0.0275145	0.0398507	0.0340848	0.0369368	0.0387727	0.0329587	0.0504686	0.0339494	0.0486906	0.0312698	0.0658445	0.0640718	0.0543718	0.0480222	0.072432	0.0398507	0.0463594	0.0640718	0.0329587	0.0463594
4.74414	0.0264825	0.0395763	0.0425676	0.03408	0.0269519	0.0388016	0.0328429	0.0357193	0.0373574	0.0316679	0.0491872	0.0330484	0.0481735	0.0311766	0.0656242	0.0639311	0.0544076	0.0482187	0.0701211	0.0388016	0.0449097	0.0639311	0.0316679	0.0449097
4.74609	0.0262963	0.03979	0.0425646	0.0340796	0.0267687	0.0382544	0.0321264	0.0350214	0.0364609	0.0307536	0.0482845	0.0324206	0.0477821	0.0311104	0.0653903	0.0637721	0.0544328	0.0483621	0.0674934	0.0382544	0.0436723	0.0637721	0.0307536	0.0436723
4.74805	0.0261732	0.0402152	0.0429066	0.0344427	0.0269363	0.0382286	0.0320011	0.0349272	0.0362093	0.0303285	0.0478748	0.0321467	0.0475738	0.0310882	0.0651839	0.0636128	0.0544354	0.0484385	0.0647015	0.0382286	0.0427567	0.0636128	0.0303285	0.0427567
4.75	0.0260479	0.0407242	0.0434806	0.0350837	0.0274049	0.0387056	0.0324843	0.0354728	0.0366795	0.0304708	0.0480438	0.0322938	0.04761	0.0311412	0.0650742	0.0634923	0.0544192	0.0484458	0.0619092	0.0387056	0.0422167	0.0634923	0.0304708	0.0422167
4.75195	0.0258785	0.0412104	0.0441768	0.0359074	0.0281088	0.0396279	0.0335374	0.0366342	0.0378797	0.0312066	0.0488307	0.0329013	0.0479409	0.0313069	0.0651414	0.0634633	0.0544032	0.0483946	0.05928	0.0396279	0.0420486	0.0634633	0.0312066	0.0420486
4.75391	0.0256531	0.0416041	0.0449042	0.0368186	0.0289737	0.0409023	0.0350654	0.0383232	0.0397387	0.0325003	0.050213	0.033968	0.0485942	0.0316194	0.0654597	0.0635808	0.0544175	0.0483042	0.0569655	0.0409023	0.0421985	0.0635808	0.0325003	0.0421985
4.75586	0.0253922	0.0418791	0.0455992	0.0377327	0.0299213	0.0424073	0.0369232	0.0403917	0.0421047	0.0342469	0.0520989	0.035444	0.0495608	0.0320985	0.0660784	0.0638884	0.0544952	0.0482014	0.0550959	0.0424073	0.0425767	0.0638884	0.0342469	0.0425767
4.75781	0.0251416	0.0420517	0.046229	0.0385802	0.0308775	0.0440033	0.0389284	0.0426433	0.0447572	0.0362835	0.0543315	0.0372269	0.0507908	0.032741	0.0670047	0.0644062	0.0546648	0.0481132	0.0537726	0.0440033	0.0430761	0.0644062	0.0362835	0.0430761
4.75977	0.0249635	0.0421707	0.046788	0.0393112	0.0317744	0.0455446	0.0408806	0.0448551	0.0474294	0.0384033	0.0567006	0.0391705	0.0521901	0.033514	0.0681927	0.0651214	0.0549422	0.0480624	0.0530618	0.0455446	0.0435934	0.0651214	0.0384033	0.0435934
4.76172	0.0249218	0.0423023	0.047291	0.0398952	0.0325557	0.0468947	0.0425849	0.0468019	0.0498394	0.0403781	0.058964	0.0410964	0.0536296	0.0343559	0.0695467	0.0659841	0.055324	0.0480635	0.0529925	0.0468947	0.0440458	0.0659841	0.0403781	0.0440458
4.76367	0.0250674	0.0425124	0.0477616	0.0403187	0.033179	0.0479397	0.043874	0.0482845	0.0517255	0.0419896	0.0608774	0.042814	0.054958	0.0351799	0.0709229	0.06691	0.0557847	0.0481186	0.0535549	0.0479397	0.0443834	0.06691	0.0419896	0.0443834
4.76562	0.0254283	0.0428492	0.0482221	0.0405824	0.0336173	0.0486008	0.0446304	0.049155	0.0528816	0.0430543	0.0622265	0.0441451	0.0560206	0.035885	0.0721502	0.0677902	0.0562784	0.0482177	0.054702	0.0486008	0.0445944	0.0677902	0.0430543	0.0445944
4.76758	0.0260003	0.0433317	0.0486858	0.0406966	0.0338591	0.0488421	0.0447998	0.0493373	0.0531859	0.0434561	0.0628549	0.0449471	0.0566834	0.0363709	0.0730577	0.0685056	0.0567437	0.0483394	0.0563537	0.0488421	0.0447015	0.0685056	0.0434561	0.0447015
4.76953	0.0267479	0.0439441	0.0491511	0.0406805	0.0339104	0.0486755	0.0444003	0.0488373	0.0526185	0.0431571	0.0626898	0.0451334	0.0568514	0.0365538	0.073494	0.0689455	0.0571129	0.048455	0.0584003	0.0486755	0.0447537	0.0689455	0.0431571	0.0447537
4.77148	0.0276073	0.0446386	0.0496032	0.0405579	0.0337921	0.0481588	0.0435199	0.0477444	0.0512688	0.0422096	0.0617546	0.0446897	0.0564878	0.0363812	0.0733607	0.0690271	0.0573229	0.0485336	0.060711	0.0481588	0.0448103	0.0690271	0.0422096	0.0448103
4.77344	0.0284996	0.0453454	0.0500178	0.0403578	0.0335392	0.0473889	0.0423049	0.0462193	0.0493221	0.04075	0.0601687	0.0436771	0.0556234	0.0358445	0.0726311	0.068711	0.0573268	0.0485475	0.0631402	0.0473889	0.0449265	0.068711	0.04075	0.0449265
4.77539	0.0293432	0.0459882	0.0503703	0.040114	0.0331993	0.0464907	0.0409408	0.0444746	0.0470384	0.0389822	0.0581366	0.0422289	0.0543569	0.0349844	0.0713589	0.0680125	0.0571034	0.0484779	0.0655377	0.0464907	0.045138	0.0680125	0.0389822	0.045138
4.77734	0.0300703	0.0465018	0.0506444	0.0398659	0.0328287	0.0456024	0.0396293	0.0427462	0.0447176	0.0371506	0.0559208	0.0405347	0.0528452	0.0338892	0.0696766	0.0670038	0.0566635	0.0483191	0.0677581	0.0456024	0.0454515	0.0670038	0.0371506	0.0454515
4.7793	0.0306382	0.0468484	0.0508407	0.0396574	0.0324889	0.0448587	0.0385612	0.0412636	0.0426596	0.0355072	0.05381	0.038815	0.0512847	0.0326866	0.0677869	0.065808	0.0560511	0.0480808	0.0696706	0.0448587	0.0458405	0.065808	0.0355072	0.0458405
4.78125	0.031039	0.0470289	0.0509826	0.0395361	0.0322404	0.044376	0.0378916	0.0402189	0.0411246	0.0342796	0.0520808	0.0372944	0.0498865	0.0315275	0.0659311	0.0645846	0.0553398	0.0477866	0.0711695	0.044376	0.0462487	0.0645846	0.0342796	0.0462487
4.7832	0.0313013	0.0470871	0.0511156	0.0395508	0.0321398	0.0442383	0.0377222	0.0397455	0.0402998	0.0336382	0.0509598	0.0361719	0.0488471	0.0305662	0.0643604	0.0635077	0.0546232	0.0474716	0.0721812	0.0442383	0.0465993	0.0635077	0.0336382	0.0465993
4.78516	0.0314839	0.0471041	0.0513034	0.0397456	0.032232	0.044489	0.0380889	0.039899	0.0402775	0.0336757	0.0505968	0.035593	0.0483207	0.0299385	0.0633004	0.0627418	0.0540031	0.0471772	0.0726715	0.044489	0.0468103	0.0627418	0.0336757	0.0468103
4.78711	0.0316668	0.0471859	0.0516171	0.0401547	0.0325471	0.045127	0.0389606	0.0406576	0.0410442	0.0343947	0.0510436	0.0356314	0.0483978	0.0297428	0.0629153	0.0624171	0.0535737	0.0469458	0.0726479	0.045127	0.0468103	0.0624171	0.0343947	0.0468103
4.78906	0.0319326	0.0474433	0.0521222	0.0407969	0.0330952	0.0461092	0.0402459	0.0419265	0.0424912	0.0357127	0.0522506	0.0362813	0.049091	0.0300237	0.0632865	0.0626087	0.0534086	0.0468121	0.0721593	0.0461092	0.0465542	0.0626087	0.0357127	0.0465542
4.79102	0.0323508	0.0479691	0.0528644	0.0416696	0.0338652	0.0473571	0.0418103	0.043555	0.0444311	0.037472	0.0540767	0.037457	0.050333	0.0307656	0.0643969	0.0633246	0.0535482	0.0467993	0.0712913	0.0473571	0.0460351	0.0633246	0.037472	0.0460351
4.79297	0.0329607	0.0488175	0.0538556	0.0427449	0.0348233	0.0487685	0.0434952	0.0453628	0.0466316	0.0394692	0.0563098	0.0390091	0.0519861	0.0318938	0.0661333	0.0645018	0.0539939	0.0469152	0.0701582	0.0487685	0.0452889	0.0645018	0.0394692	0.0452889
4.79492	0.0337605	0.0499869	0.055067	0.0439692	0.0359162	0.0502315	0.0451432	0.0471643	0.0488491	0.0414827	0.0587021	0.0407476	0.0538609	0.0332844	0.0682988	0.0660143	0.0547061	0.0471494	0.0688912	0.0502315	0.0443925	0.0660143	0.0414827	0.0443925
4.79688	0.0347023	0.0514128	0.0564251	0.0452659	0.0370744	0.0516371	0.0466172	0.0487971	0.0508664	0.0433061	0.0610037	0.0424688	0.0557445	0.0347812	0.0706465	0.0676903	0.05561	0.0474774	0.0676255	0.0516371	0.0434539	0.0676903	0.0433061	0.0434539
4.79883	0.0356952	0.0529704	0.0578179	0.0465413	0.038219	0.0528926	0.0478189	0.0501401	0.0525197	0.0447762	0.0629973	0.0439847	0.0574298	0.0362189	0.0729072	0.0693357	0.0566059	0.0478617	0.0664867	0.0528926	0.0425975	0.0693357	0.0447762	0.0425975
4.80078	0.0366182	0.0544878	0.0591068	0.0476934	0.0392673	0.0539292	0.0486968	0.0511281	0.0537176	0.0457926	0.0645273	0.0451481	0.0587441	0.0374448	0.0748346	0.0707623	0.0575833	0.0482601	0.0655776	0.0539292	0.0419446	0.0707623	0.0457926	0.0419446
4.80273	0.0373348	0.0557691	0.0601434	0.048623	0.0401418	0.0547059	0.0492468	0.0517509	0.0544466	0.0463266	0.0655158	0.0458734	0.0595732	0.0383407	0.0762348	0.0718141	0.0584367	0.0486312	0.0649691	0.0547059	0.0415941	0.0718141	0.0463266	0.0415941
4.80469	0.0377172	0.0566223	0.0607907	0.0492445	0.0407754	0.0552089	0.0495055	0.0520478	0.0547602	0.0464175	0.0659649	0.0461395	0.0598732	0.0388379	0.0769939	0.0723885	0.0590806	0.0489395	0.0646938	0.0552089	0.0416073	0.0723885	0.0464175	0.0416073
4.80664	0.0376654	0.0568882	0.0609421	0.0494958	0.0411181	0.0554458	0.0495341	0.0520892	0.0547597	0.0461593	0.0659473	0.0459902	0.0596725	0.0389236	0.0770893	0.0724496	0.0594604	0.0491632	0.0647455	0.0554458	0.0419967	0.0724496	0.0461593	0.0419967
4.80859	0.0371256	0.0564665	0.0605382	0.0493445	0.0411392	0.0554367	0.0494006	0.0519568	0.0545651	0.0456734	0.0655843	0.0455179	0.0590624	0.0386391	0.0765867	0.0720294	0.0595587	0.0492952	0.0650823	0.0554367	0.0427234	0.0720294	0.0456734	0.0427234
4.81055	0.0361006	0.0553332	0.0595754	0.0487915	0.0408287	0.0552052	0.0491613	0.0517205	0.0542835	0.045085	0.0650152	0.044842	0.0581756	0.0380695	0.0756273	0.0712203	0.0593955	0.0493429	0.0656348	0.0552052	0.043702	0.0712203	0.045085	0.043702
4.8125	0.0346522	0.0535462	0.0581074	0.0478692	0.0401953	0.054767	0.0488446	0.0514191	0.0539825	0.0444953	0.0643666	0.0440822	0.0571613	0.037325	0.0743916	0.070156	0.0590217	0.0493267	0.0663179	0.054767	0.0448137	0.070156	0.0444953	0.0448137
4.81445	0.0328937	0.0512398	0.056238	0.0466347	0.039264	0.0541243	0.0484412	0.0510491	0.0536705	0.0439572	0.0637249	0.0433354	0.0561563	0.0365204	0.0730729	0.0689875	0.0585088	0.0492748	0.0670413	0.0541243	0.0459234	0.0689875	0.0439572	0.0459234
4.81641	0.0309746	0.0486057	0.0541047	0.0451611	0.0380695	0.0532617	0.0479023	0.0505605	0.0532904	0.0434663	0.0631163	0.0426552	0.0552595	0.035754	0.0718367	0.0678572	0.0579346	0.0492176	0.0677224	0.0532617	0.0468996	0.0678572	0.0434663	0.0468996
4.81836	0.0290598	0.0458663	0.0518593	0.0435275	0.0366542	0.0521487	0.0471473	0.0498654	0.052727	0.0429599	0.0625004	0.0420399	0.0545154	0.03509	0.0707958	0.0668744	0.0573691	0.0491802	0.0682953	0.0521487	0.0476344	0.0668744	0.0429599	0.0476344
4.82031	0.0273037	0.0432427	0.0496456	0.0418067	0.0350602	0.0507462	0.046078	0.0488529	0.0518273	0.0423291	0.0617779	0.0414348	0.0539069	0.0345485	0.0699885	0.0660988	0.0568629	0.049178	0.0687159	0.0507462	0.0480582	0.0660988	0.0423291	0.0480582
4.82227	0.0258313	0.0409234	0.0475796	0.0400584	0.0333298	0.0490168	0.0445999	0.0474145	0.0504324	0.0414412	0.0608113	0.0407438	0.0533606	0.0341035	0.0693779	0.0655327	0.0564387	0.0492142	0.0689631	0.0490168	0.0481481	0.0655327	0.0414412	0.0481481
4.82422	0.0247185	0.0390398	0.0457357	0.0383242	0.0315038	0.0469386	0.0426463	0.04547	0.0484122	0.0401688	0.059454	0.0398517	0.0527647	0.0336913	0.0688634	0.0651253	0.0560898	0.0492777	0.0690355	0.0469386	0.0479293	0.0651253	0.0401688	0.0479293
4.82617	0.0239849	0.0376505	0.0441414	0.0366274	0.0296214	0.0445186	0.0401977	0.0429918	0.0457015	0.0384207	0.0575871	0.03865	0.0519934	0.0332263	0.0683019	0.0647861	0.0557839	0.049345	0.0689447	0.0445186	0.0474678	0.0647861	0.0384207	0.0474678
4.82812	0.0235951	0.0367396	0.0427806	0.034978	0.0277261	0.0418047	0.0373005	0.0400248	0.0423267	0.0361683	0.0551537	0.0370688	0.0509385	0.0326208	0.0675464	0.0644074	0.0554728	0.0493864	0.0687056	0.0418047	0.0468578	0.0644074	0.0361683	0.0468578
4.83008	0.0234691	0.0362278	0.041607	0.0333823	0.0258681	0.0388926	0.0340743	0.0366951	0.0384235	0.033469	0.0521841	0.0350993	0.0495372	0.0318094	0.066479	0.0638906	0.055105	0.0493698	0.0683281	0.0388926	0.0462037	0.0638906	0.033469	0.0462037
4.83203	0.0235018	0.0359947	0.0405633	0.0318534	0.02411	0.035928	0.0307107	0.033209	0.0342346	0.0304675	0.0488116	0.0328109	0.0477954	0.0307679	0.0650468	0.0631714	0.0546398	0.0492696	0.0678091	0.035928	0.0456027	0.0631714	0.0304675	0.0456027
4.83398	0.0235862	0.0359087	0.0396034	0.0304223	0.0225297	0.0331003	0.0274596	0.0298374	0.0300947	0.0273929	0.0452703	0.0303569	0.0458007	0.0295263	0.0632811	0.0622403	0.054061	0.0490711	0.067129	0.0331003	0.0451278	0.0622403	0.0273929	0.0451278
4.83594	0.0236367	0.0358591	0.0387142	0.029147	0.0212202	0.0306305	0.0246077	0.0268903	0.0263957	0.0245328	0.0418775	0.0279613	0.0437189	0.0281743	0.0613112	0.0611523	0.0533841	0.0487757	0.0662527	0.0306305	0.0448167	0.0611523	0.0245328	0.0448167
4.83789	0.0236105	0.0357835	0.0379309	0.028115	0.0202876	0.0287523	0.0224488	0.0246841	0.023546	0.0222075	0.0389992	0.0258999	0.0417809	0.0268543	0.0593507	0.0600268	0.0526601	0.0484023	0.0651358	0.0287523	0.0446678	0.0600268	0.0222075	0.0446678
4.83984	0.0235188	0.0356873	0.037343	0.0274415	0.0198449	0.0276895	0.0212504	0.0235039	0.0219183	0.020726	0.0370076	0.0244629	0.0402522	0.0257439	0.0576735	0.0590329	0.051971	0.0479858	0.0637345	0.0276895	0.0446427	0.0590329	0.020726	0.0446427
4.8418	0.02343	0.0356486	0.0370896	0.0272601	0.0200006	0.0276306	0.0212221	0.0235674	0.0218024	0.0203443	0.0362302	0.0239165	0.0393982	0.0250326	0.056576	0.0583661	0.0514196	0.047573	0.0620194	0.0276306	0.0446751	0.0583661	0.0203443	0.0446751
4.84375	0.0234598	0.0358101	0.0373429	0.0277063	0.0208464	0.0287063	0.0224882	0.0249964	0.0233661	0.0212331	0.0369041	0.0244641	0.0394413	0.0248916	0.0563293	0.0582167	0.0511131	0.047215	0.0599893	0.0287063	0.0446864	0.0582167	0.0212331	0.0446864
4.8457	0.0237528	0.0363548	0.0382805	0.0288962	0.0224429	0.0309693	0.025068	0.0277969	0.0266249	0.0234468	0.0391378	0.0262101	0.0405269	0.0254451	0.057133	0.0587365	0.0511461	0.0469598	0.0576832	0.0309693	0.044602	0.0587365	0.0234468	0.044602
4.84766	0.0244572	0.0374733	0.0400546	0.0309062	0.0248057	0.0343817	0.0288695	0.0318526	0.0314363	0.0269103	0.0428889	0.0291386	0.0426922	0.0267464	0.0590758	0.0600092	0.0515824	0.046845	0.0551888	0.0343817	0.0443673	0.0600092	0.0269103	0.0443673
4.84961	0.0256939	0.0393238	0.0427571	0.0337505	0.0278926	0.0388106	0.0336916	0.0369312	0.0375055	0.0314236	0.0479577	0.0331047	0.0458523	0.0287625	0.0621123	0.062029	0.0524408	0.0468899	0.0526435	0.0388106	0.0439609	0.062029	0.0314236	0.0439609
4.85156	0.0275304	0.0419946	0.0463911	0.037366	0.0315999	0.0440335	0.0392406	0.0427064	0.0444156	0.0366776	0.0540043	0.0378432	0.0498019	0.0313706	0.0660529	0.0646919	0.0536868	0.047093	0.050229	0.0440335	0.0434002	0.0646919	0.0366776	0.0434002
4.85352	0.0299597	0.0454739	0.0508518	0.0416063	0.0357589	0.0497515	0.0451554	0.048786	0.0516664	0.042284	0.0605795	0.0429935	0.0542332	0.0343676	0.0705817	0.067801	0.0552329	0.0474303	0.0481575	0.0497515	0.0427422	0.067801	0.042284	0.0427422
4.85547	0.0328889	0.0496333	0.0559208	0.0462422	0.0401446	0.0556119	0.0510393	0.0547497	0.0587252	0.0478203	0.0671729	0.0481377	0.058769	0.0374919	0.0752895	0.071087	0.0569454	0.0478582	0.0466523	0.0556119	0.0420752	0.071087	0.0478203	0.0420752
4.85742	0.0361421	0.0542276	0.0612776	0.0509777	0.0444888	0.0612357	0.0564945	0.0601882	0.0650792	0.0528657	0.0732654	0.0528462	0.0630052	0.040453	0.079721	0.0742392	0.058661	0.0483207	0.0459235	0.0612357	0.0415062	0.0742392	0.0528657	0.0415062
4.85938	0.0394751	0.0589147	0.0665253	0.0554723	0.0485002	0.0662478	0.0611558	0.0647368	0.0702827	0.0570505	0.0783845	0.0567245	0.06656	0.0429677	0.0834336	0.0769444	0.0602052	0.048756	0.046142	0.0662478	0.0411437	0.0769444	0.0570505	0.0411437
4.86133	0.0426023	0.0632899	0.0712308	0.0593743	0.0518891	0.0703095	0.0647205	0.068108	0.0739973	0.0600853	0.0821521	0.0594587	0.069117	0.0447947	0.0860522	0.0789275	0.0614168	0.0491066	0.0474162	0.0703095	0.0410804	0.0789275	0.0600853	0.0410804
4.86328	0.0452302	0.0669333	0.0749723	0.0623562	0.0543939	0.0731444	0.0669707	0.07011	0.076015	0.0617893	0.0843189	0.0608454	0.0704623	0.0457644	0.0873177	0.0799871	0.0621683	0.0493271	0.0497737	0.0731444	0.0413771	0.0799871	0.0617893	0.0413771
4.86523	0.0470951	0.0694625	0.0773883	0.064149	0.0558066	0.0745614	0.0677859	0.0706559	0.0762695	0.0620964	0.0847849	0.0608101	0.0705091	0.045799	0.0871186	0.0800213	0.0623833	0.0493919	0.0531509	0.0745614	0.0420526	0.0800213	0.0620964	0.0420526
4.86719	0.0479968	0.0705824	0.078223	0.064575	0.0559942	0.0744692	0.067148	0.0697646	0.0748292	0.0610561	0.0835986	0.0594132	0.0693007	0.0449203	0.0855041	0.0790403	0.0620466	0.0492978	0.0573909	0.0744692	0.0430791	0.0790403	0.0610561	0.0430791
4.86914	0.0478259	0.0701266	0.0773591	0.0635685	0.0549148	0.072882	0.0651362	0.0675485	0.0718791	0.0588155	0.080942	0.0568309	0.0670025	0.0432442	0.0826743	0.077163	0.0612053	0.0490648	0.0622545	0.072882	0.0443844	0.077163	0.0588155	0.0443844
4.87109	0.046579	0.0680812	0.0748348	0.0611852	0.0526226	0.0699158	0.0619142	0.0641969	0.0676917	0.0555968	0.0771006	0.0533314	0.0638753	0.0409626	0.078949	0.0745993	0.059962	0.0487322	0.0674372	0.0699158	0.0458614	0.0745993	0.0555968	0.0458614
4.87305	0.0443585	0.0645907	0.070842	0.0575988	0.049266	0.0657773	0.057713	0.0599548	0.0625956	0.0516684	0.0724247	0.0492375	0.0602387	0.0383161	0.0747242	0.07162	0.0584596	0.0483527	0.0725957	0.0657773	0.0473831	0.07162	0.0516684	0.0473831
4.875	0.0413613	0.0599423	0.065706	0.0530847	0.0450754	0.060745	0.0528102	0.0550995	0.0569417	0.0473146	0.0672872	0.0448866	0.0564307	0.0355616	0.0704184	0.06852	0.0568612	0.0479832	0.0773777	0.060745	0.0488183	0.06852	0.0473146	0.0488183
4.87695	0.0378522	0.0545319	0.0598482	0.0479902	0.0403417	0.0551459	0.0475087	0.04992	0.0510743	0.0428097	0.0620477	0.0405943	0.0527653	0.0329401	0.0664186	0.0655799	0.0553281	0.0476766	0.0814536	0.0551459	0.0500484	0.0655799	0.0428097	0.0500484
4.87891	0.0341312	0.0488166	0.0537396	0.0426992	0.035391	0.0493299	0.0421152	0.0446987	0.0453086	0.0384014	0.0570194	0.0366259	0.0495014	0.030649	0.0630355	0.0630319	0.0539993	0.0474737	0.0845433	0.0493299	0.0509819	0.0630319	0.0384014	0.0509819
4.88086	0.0304967	0.0432598	0.0478466	0.0375943	0.0305551	0.0436431	0.0369234	0.0396969	0.0399172	0.0342925	0.0524497	0.0331733	0.0468183	0.0288219	0.0604722	0.0610351	0.0529743	0.0473969	0.0864406	0.0436431	0.0515635	0.0610351	0.0342925	0.0515635
4.88281	0.0272104	0.0382785	0.042583	0.0330184	0.0261426	0.0384052	0.0321983	0.0351459	0.0351222	0.030643	0.0485132	0.0303521	0.0448087	0.0275217	0.058809	0.0596638	0.0523043	0.0474483	0.0870259	0.0384052	0.0517768	0.0596638	0.030643	0.0517768
4.88477	0.024469	0.0341977	0.038268	0.029243	0.0224135	0.0338879	0.0281641	0.03124	0.0310957	0.0275691	0.0453144	0.0282052	0.0434821	0.0267421	0.0580127	0.0589084	0.0519905	0.04761	0.0862733	0.0338879	0.0516424	0.0589084	0.0275691	0.0516424
4.88672	0.0223885	0.03122	0.0351006	0.0264504	0.0195594	0.0303015	0.0249979	0.0281341	0.0279641	0.0251508	0.0428996	0.0267181	0.0427817	0.0264217	0.0579569	0.0586904	0.0519898	0.0478482	0.0842458	0.0303015	0.051209	0.0586904	0.0251508	0.051209
4.88867	0.0209982	0.0294141	0.0331497	0.0247213	0.0176926	0.0277851	0.0228223	0.0259413	0.0258114	0.0234396	0.0412732	0.0258396	0.0426086	0.0264641	0.0584579	0.0588854	0.0522277	0.04812	0.0810848	0.0277851	0.0505433	0.0588854	0.0234396	0.0505433
4.89062	0.020251	0.0287209	0.032363	0.0240396	0.0168434	0.0264044	0.0217036	0.0247318	0.0246865	0.0224648	0.0404146	0.0255034	0.0428485	0.0267603	0.0593128	0.059352	0.0526148	0.0483805	0.0769933	0.0264044	0.049717	0.059352	0.0224648	0.049717
4.89258	0.0200402	0.0289776	0.0325894	0.0243068	0.016965	0.0261534	0.0216513	0.0245311	0.0246035	0.0222418	0.0402931	0.0256467	0.0433965	0.0272121	0.0603406	0.059959	0.0530635	0.0485919	0.0722152	0.0261534	0.0487959	0.059959	0.0222418	0.0487959
4.89453	0.0202261	0.0299542	0.0336134	0.025364	0.0179468	0.026962	0.0226196	0.0253197	0.0255419	0.0227673	0.0408752	0.0262232	0.0441746	0.0277485	0.0614095	0.0606087	0.0535034	0.0487275	0.067015	0.026962	0.047832	0.0606087	0.0227673	0.047832
4.89648	0.0206649	0.0313954	0.0351935	0.027019	0.0196323	0.0287067	0.0245107	0.0270314	0.0274441	0.0240192	0.0421271	0.0272062	0.0451409	0.0283347	0.0624542	0.06125	0.0538917	0.0487779	0.0616596	0.0287067	0.0468595	0.06125	0.0240192	0.0468595
4.89844	0.0212322	0.0330618	0.0370996	0.0290728	0.0218376	0.0312224	0.0271801	0.0295547	0.0302111	0.0259483	0.0440074	0.0285859	0.0462867	0.0289729	0.0634768	0.0618806	0.0542175	0.0487502	0.0564024	0.0312224	0.0458968	0.0618806	0.0259483	0.0458968
4.90039	0.0218434	0.0347636	0.039143	0.0313437	0.0243727	0.0343171	0.0304452	0.0327338	0.0336999	0.0284729	0.04646	0.0303564	0.0476272	0.0296932	0.0645342	0.0625383	0.0544986	0.0486661	0.0514736	0.0343171	0.0449498	0.0625383	0.0284729	0.0449498
4.90234	0.0224628	0.0363814	0.0411952	0.0336828	0.0270575	0.0377847	0.0340954	0.0363762	0.0377235	0.0314739	0.0494009	0.0325015	0.0491816	0.0305385	0.0657082	0.0632844	0.0547738	0.0485568	0.047073	0.0377847	0.044022	0.0632844	0.0314739	0.044022
